sku,nombre,marca,notas
161971,"CASCO INTEGRAL SHAFT SH-502 SP (XL, LUKE NEGRO / ROJO)",SHAFT,
157208,"CASCO INTEGRAL SHAFT SH-598 GTR (M, NEGRO / FUCSIA)",SHAFT,
168474,CASCO SHAFT SH-582SP_EVO SAMURAI JACK (XL),SHAFT,
RS077,CATARINA 35T MOTO CHINA 125-150-200 CON CENTRO DE GN 125,NRP,
RS060,CATARINA 36T MOTO CHINA 100-125-150-200,NRP,
RS078,CATARINA 36T MOTO CHINA 125-150-200 CON CENTRO DE GN125,NRP,
RS002,CATARINA 36T PULSAR220S,NRP,
RS003,CATARINA 37T CGR125 STORM,NRP,
RS079,CATARINA 37T MOTO CHINA 125-150-200 CON CENTRO DE GN125,NRP,
RS010,CATARINA 38T CBR 250R DEFENDER,NRP,
RS011,CATARINA 38T COBRA150 / MOTO CHINA 125-150,NRP,
RS009,CATARINA 38T MOTO CHINA 125-150-200 / HUNK160,NRP,
RS080,CATARINA 38T MOTO CHINA CON CENTRO DE GN125,NRP,
RS006,CATARINA 38T XR 250 TORNADO,NRP,
RS007,"CATARINA 38T, 100,125,150,200 CON CENTRO DE YBR125",NRP,
RS016,CATARINA 39T AK200 / MOTO CHINA 150-200,NRP,
1004892,CATARINA 39T APACHE180 VICTOR,MEK,
RS094,CATARINA 39T MOTO CHINA 125-150-200,NRP,
RS081,CATARINA 39T MOTO CHINA CON CENTRO DE GN125,NRP,
RS013,CATARINA 39T MOTO CHINA CON CENTRO DE YBR 125,NRP,
RS015,CATARINA 39T PULSAR 180,NRP,
RS014,CATARINA 39T PULSAR 200NS,NRP,
RS012,CATARINA 39T TS 185,NRP,
RS098,CATARINA 39T V-MEN 125,NRP,
RS017,CATARINA 40T 6H (FZ16) KATANA R1,NRP,
RS067,CATARINA 40T GXT200 / MOTO CHINA 200,NRP,
RS071,CATARINA 40T HUNK 160R,NRP,
RS061,CATARINA 40T MOTO CHINA 100 - 200,NRP,
RS018,CATARINA 40T MOTO CHINA 100-125-150,NRP,
RS082,"CATARINA 40T MOTO CHINA 125, 150, 200 CON CENTRO DE GN125",NRP,
RS089,CATARINA 40T MOTO CHINA CON CENTRO DE YBR125,NRP,
RS090,CATARINA 41T CR1 150 / CR2 210 / MOTO CHINA CON CENTRO DE YBR125,NRP,
RS104,CATARINA 41T DREAM NEO 110,NRP,
RS105,CATARINA 41T DREAM NEO 110 (PASO 428),NRP,
RS001,CATARINA 41T FZN 150 DA (FZS 3.0),NRP,
RS062,CATARINA 41T MOTO CHINA 100-125-150-200,NRP,
RS058,CATARINA 41T MOTO CHINA CON CENTRO DE GN125,NRP,
1006507,CATARINA 428H 43T HUNK150,MEK,
1002638,CATARINA 428H-38T CG125 4 HOYOS,MEK,
1002143,CATARINA 428H-45T YBR125 COBRA 125 FT 125 4 HOYOS,MEK,
1003097,CATARINA 428H-46T DEFENDER 150 6 HOYOS,MEK,
RS019,CATARINA 42T AX100,NRP,
RS021,"CATARINA 42T BOXER 150, DISCOVER 125-135, ECO 150",NRP,
RS026,CATARINA 42T CB110 TWISTER / CBF110,NRP,
RS024,"CATARINA 42T CB150 INVICTA, SHADOW 150",NRP,
RS096,CATARINA 42T DAWN 125,NRP,
RS069,CATARINA 42T EX300 NINJA,NRP,
RS020,CATARINA 42T FIRE125-150/ MOTO CHINA CON CENTRO DE GN125/ASPID150/GN125,NRP,
RS063,CATARINA 42T MOTO CHINA 100 - 200,NRP,
RS025,CATARINA 42T SZ150 KATANA R1,NRP,
RS076,CATARINA 42T YD 110D CRUX,NRP,
RS091,CATARINA 42T YD110 CRUX / MOTO CHINA CON CENTRO DE YBR125,NRP,
RS031,CATARINA 43T CBF 125 STUNNER,NRP,
RS029,"CATARINA 43T DISCOVER 125-150, PULSAR 125NS-135, PULSAR180 UG, HUNK 150, CB 160 UNICORN",NRP,
RS097,CATARINA 43T GLAMOUR125,NRP,
RS064,CATARINA 43T MOTO CHINA 125-150-200,NRP,
RS028,CATARINA 43T MOTO CHINA CON CENTRO DE GN125,NRP,
RS030,CATARINA 43T SPITZER200/MOTO CHINA CON CENTRO DE YBR125/YBR125,NRP,
RS027,CATARINA 43T XL 200,NRP,
1002653,CATARINA 43T YBR125 FT125,MEK,
RS054,CATARINA 43T YZF R3 / MT 03,NRP,
RS074,CATARINA 44T APACHE RTR 160,NRP,
RS101,CATARINA 44T IGNITOR 125,NRP,
RS065,CATARINA 44T MOTO CHINA 125-150-200,NRP,
RS083,CATARINA 44T MOTO CHINA CON CENTRO DE GN125,NRP,
RS035,CATARINA 44T PULSAR 150 NEON / MOTO CHINA 200 / CB 125F TWISTER / AK 200,NRP,
RS100,CATARINA 44T YD 110S CRUX (PASO 420),NRP,
RS033,CATARINA 44T YD110S CRUX / SPITZER200 / MOTO CHINA CON CENTRO YBR 125,NRP,
RS005,CATARINA 45T APACHE RTR 160 4V,NRP,
RS072,CATARINA 45T CB 190R,NRP,
RS042,CATARINA 45T DISCOVER 125 / PULSAR 160NS / XBLADE 160,NRP,
RS038,"CATARINA 45T FENIX 125, FIRE 150, MOTO CHINA 125-150-200, EN 125, GN 125H",NRP,
RS023,CATARINA 45T GSX 150 GIXXER,NRP,
RS041,CATARINA 45T MOTO CHINA 100-125-150-200,NRP,
RS039,CATARINA 45T MOTO CHINA 125-150-200,NRP,
RS037,CATARINA 45T MOTO CHINA CON CENTRO DE YBR125 / SPITZER 200,NRP,
RS008,CATARINA 45T STRYKER 125,NRP,
RS075,CATARINA 46T APACHE RTR 180,NRP,
RS110,CATARINA 46T MOTO CHINA 125-150-200,NRP,
RS092,CATARINA 46T MOTO CHINA CON CENTRO DE YBR125,NRP,
RS095,"CATARINA 46T YARA 200, SMX200, PULSAR 160",NRP,
RS099,CATARINA 47T CB 160F HORNET,NRP,
1002642,CATARINA 47T CG125 XL125,MEK,
RS044,CATARINA 47T DT 100-125-175,NRP,
RS043,CATARINA 47T DT 125-175,NRP,
RS068,CATARINA 48T GXT200 / MOTO CHINA200,NRP,
RS106,CATARINA 48T XR 190L,NRP,
RS045,CATARINA 48T XTZ 125,NRP,
RS047,CATARINA 49T XR 150L,NRP,
1006510,CATARINA 520H 38T XPULSE200,MEK,
1006505,CATARINA 520H 40T HUNK160,MEK,
1004062,CATARINA 520H 42T AKT150TT / XY200GY,MEK,
1006512,CATARINA 520H 42T CR5 CR4 PRO 250Z,MEK,
1000382,CATARINA 520H 42T XM200Z / KMF200,MEK,
1004369,CATARINA 520H 45T CG-DM150-SX4,MEK,
741540190917,CATARINA APACHE160 4V,VINI,
741540190294,CATARINA ATV HAMMER 200,VINI,
741540190251,CATARINA CB190R,VINI,
1002636,CATARINA CENTRO GN 42T TX200 HJ125-7,MEK,
741540178106,CATARINA DT 47T 4H VINI(FL),VINI,
741540188301,CATARINA FIRE 125S 45T VINI(FL),VINI,
741540190295,CATARINA FZN1250 46T,VINI,
741540188793,CATARINA GN125H 39T VINI(FL),VINI,
741540100421,CATARINA GN125H 42T VINI (FL),VINI,
741540188302,CATARINA PULSAR 180-ZMR (520) 39T VINI(FL),VINI,
741540189461,CATARINA TRASERA DEFENDER 150 VINI(FL),VINI,
1002766,CATARINA TS185 520H-41T-GTX200-GENESIS GXT200,MEK,
741540190231,CATARINA VINI KATANA 150,VINI,
741540178101,CATARINA XL 38T 4H-HUNK-VMEN VINI(FL),VINI,
741540178102,CATARINA XL 43T 4H VINI,VINI,
741540178103,CATARINA XL 45T 4H VINI(FL),VINI,
741540190922,CATARINA XL125 428-41T,VINI,
741540100585,CATARINA Y PIÑON APACHE 160-180,VINI,
741540100697,CATARINA Y PIÑON CBF125,VINI,
741540100696,CATARINA Y PIÑON FZ16 KATANA R1,VINI,
741540100588,CATARINA Y PIÑON GXT 200 (DR200) VINI (FL),VINI,
741540100586,CATARINA Y PIÑON PULSAR 135 (428-14-42T) VINI (FL),VINI,
741540100584,CATARINA Y PIÑON PULSAR 220 (520 14T-38T),VINI,
741540189278,CATARINA YARA 200 428 46T VINI(FL),VINI,
741540178108,CATARINA YBR 38T 4H VINI(FL),VINI,
741540178109,CATARINA YBR 43T 4H,VINI,
741540189399,CDI AK RTX 200 ELECTRONICO REDONDO,VINI,
741540190500,CDI AK TTR180/TTX180 ELECTRONICO CUADRADO,VINI,
741540187018,CDI AK125 REDONDO,VINI,
741540189049,CDI AK125SL/AK125TT/FORZA150,VINI,
741540188458,CDI CB110-CBI-XR150-HORNET160,VINI,
741540188353,CDI CBT125 YARA VINI,VINI,
741540187003,CDI CGL125-FIRE CUADRADO,VINI,
741540188351,CDI CM125,VINI,
741540189905,CDI CRUX110REV,VINI,
1002727,CDI CUADRADO CG125 UNIVERSAL MOTOS,MEK,
741540100829,CDI DISCOVER 100 AC VINI(FL),VINI,
741540100824,CDI DISCOVER 125/135 VINI(FL),VINI,
741540100429,CDI DR200 - GXT 200 VINI(FL),VINI,
741540100430,CDI GN125H,VINI,
741540191266,CDI IGNITOR 125 VINI,VINI,
741540189665,CDI INVICTA 150-HUNK,VINI,
741540188349,CDI JH70-JH90,VINI,
741540188350,CDI LF110-DY100 / KATANA MK1 VINI,VINI,
1006531,CDI MEK PRO CORRIENTE DIRECTA CUADRADO,MEK,
741540189115,CDI NAGA 200 VINI,VINI,
741540189901,CDI NAVI 110,VINI,
741540100831,CDI PLATINA 125 VINI(FL),VINI,
741540100828,CDI PULSAR 135 LS,VINI,
741540100832,CDI PULSAR 180 UG4 K1 VINI(FL),VINI,
741540100833,CDI PULSAR 180 UG4 K2 VINI(FL),MOTUL,
741540190094,CDI PULSAR125NS,VINI,
1001138,CDI REDONDO CG125 UNIVERSAL TODAS MOTOS,MEK,
741540187929,CDI TORITO 180 VERDE VINI(FL),VINI,
741540100830,CDI TORITO 205 VINI(FL),VINI,
741540188525,CDI TORITO 4S RE225 VINI(FL),VINI,
741540100309,CDI YBR125 VINI,VINI,
2000040,CENTRIFUGO DELANTERO NAVI 110,MEK,
741540190374,CENTRO CLUTCH  YBR125 COMPLETA,VINI,
741540189912,CENTRO CLUTCH BOXER BM150,VINI,
741540188282,CENTRO CLUTCH CG200 6D6T VINI(FL),VINI,
741540190427,CENTRO CLUTCH COMPLETO AX4,VINI,
741540188280,CENTRO CLUTCH COMPLETO CG125/ SL125-3C VINI(FL),VINI,
741540188281,CENTRO CLUTCH COMPLETO CG150/FORZA150 VINI(FL),VINI,
741540189906,CENTRO CLUTCH COMPLETO CRUX110REV VINI (FL),VINI,
741540188283,CENTRO CLUTCH COMPLETO GN125H - BENELLI,VINI,
741540190381,CENTRO CLUTCH COMPLETO HOT AK200SM,VINI,
741540189170,CENTRO CLUTCH COMPLETO NAGA200/YARA200 VINI(RC),VINI,
741540188284,CENTRO CLUTCH COMPLETO PULSAR 180,VINI,
741540190376,CENTRO CLUTCH GIXXER150 VINI,VINI,
741540188286,CENTRO CLUTCH YBR125,VINI,
741540189406,CIGUEÑAL AVATAR 200/DSR200 VINI(FL),VINI,
741540189584,CIGUEÑAL COMPLETO GIXXER 150 VINI(FL),VINI,
741540100525,CIGUEÑAL COMPLETO GN125H VINI(FL),VINI,
741540189349,CIGUEÑAL COMPLETO NAGA 200 / SPITZER200 / CG200,VINI,
741540187992,CIGUEÑAL COMPLETO SL150-9 PIN15 SIN CONTRAPESA (CG125/CG150) VINI(FL),VINI,
741540100523,CIGUEÑAL COMPLETO SUPER LIFE GY6 VINI,VINI,
741540100524,CIGUEÑAL COMPLETO YBR125 VINI (FL),VINI,
741540189092,CIGUEÑAL FORZA 150 CR1 ASPID VINI(FL),VINI,
741540100526,CIGUEÑAL NXR150 BROS/HUNK/ INVICTA150 VINI,VINI,
741540189407,CIGUEÑAL SPITZER 150/ FIRE NEW 125 PIN13 SIN CONTRAPESA VINI(FL),VINI,
741540189348,CIGUEÑAL YARA 200 VINI(FL),VINI,
741540189060,CILINDRO COMPLETO AK150-TTR150-FORZA150-CG150 VARILLA PIN13 VINI(FL),VINI,
741540189058,CILINDRO COMPLETO AK200SM-SPITZER VARILLA PIN 15 200CC VINI(FL),VINI,
741540189894,CILINDRO COMPLETO APACHE 160 4V,VINI,
741540100202,CILINDRO COMPLETO APACHE 180,VINI,
741540187931,CILINDRO COMPLETO AX100,VINI,
741540189056,CILINDRO COMPLETO BOXER BM 150,VINI,
741540100316,CILINDRO COMPLETO BROSS 150,MOTUL,
741540100530,CILINDRO COMPLETO CADENILLA PIN15 GL145-FIRE150 ( DK150 ) VINI(FL),VINI,
741540189055,CILINDRO COMPLETO CB1 / CBF125 TWISTER PIN12-125CC VINI(FL),VINI,
741540188475,CILINDRO COMPLETO CB110,VINI,
741540189599,CILINDRO COMPLETO CB160F-HORNET VINI,VINI,
741540100043,CILINDRO COMPLETO CB200-YUMBO DAKAR VINI (DK200)(FL),VINI,
741540100899,CILINDRO COMPLETO CBF150-INVICTA-HUNK CADENILLA PIN 14VINI MODIFICADO 190CC,VINI,
741540189598,CILINDRO COMPLETO CRUXX110REV,VINI,
741540100315,CILINDRO COMPLETO DR200 / GXT200,VINI,
741540189426,CILINDRO COMPLETO DRACO 250 PIN 17 VINI,VINI,
741540100101,CILINDRO COMPLETO DSF200-AKT TT200 VARILLA PIN16 198CC VINI (FL),VINI,
741540100794,CILINDRO COMPLETO EN125,VINI,
741540189322,CILINDRO COMPLETO FALCON 250-CR4-UM XTREET 250-SPITZER 250 KARISMA 230 VINI(FL),VINI,
741540189423,CILINDRO COMPLETO FREEDON FIRE125 / CG125,VINI,
741540190804,CILINDRO COMPLETO FZ250,VINI,
741540188951,CILINDRO COMPLETO GIXXER 150,VINI,
741540189475,CILINDRO COMPLETO GIXXER 150 HOT MODIFICADO 58MM VINI,VINI,
741540190194,CILINDRO COMPLETO GLAMOUR 125,MOTUL,
741540100240,CILINDRO COMPLETO GN125H VINI,VINI,
741540100018,CILINDRO COMPLETO GY6 125CC VINI(FL),VINI,
741540100019,CILINDRO COMPLETO GY6 150CC VINI(FL),VINI,
741540189054,CILINDRO COMPLETO HERO HUNK 150 VINI(FL),VINI,
741540139051,CILINDRO COMPLETO HONDA XR250 TORNADO,VINI,
741540190436,CILINDRO COMPLETO HUNK 160R,VINI,
741540188029,CILINDRO COMPLETO JIALING 100,VINI,
741540189601,CILINDRO COMPLETO MRT250 VINI (FL),VINI,
741540140567,CILINDRO COMPLETO NAGA150-CADENILLA PIN14 VINI(FL),VINI,
741540100024,CILINDRO COMPLETO PULSAR 135 VINI(FL),VINI,
741540189706,CILINDRO COMPLETO PULSAR 160NS,VINI,
741540100023,CILINDRO COMPLETO PULSAR 180 UG4 VINI(FL),VINI,
741540139001,CILINDRO COMPLETO SG200GY-2 NAGA200 (63.5MM) 196CC VARILLA PIN 15 VINI(FL),VINI,
741540139002,CILINDRO COMPLETO VARILLA PIN 15 SANLG SL150-(9) VINI(FL),VINI,
741540189061,CILINDRO COMPLETO VARILLA PIN13 EVO AK125/TTR 125 CGR VINI(FL),VINI,
741540139036,CILINDRO COMPLETO VARILLA PIN15 SANLG FIRE-SL125-3C-CGL-VMEN VINI(FL),VINI,
741540100458,CILINDRO COMPLETO XL 200 YARA-CADENILLA PIN15,VINI,
741540189331,CILINDRO COMPLETO YARA 200 (CADENILLA) 196CC PIN 15 VINI,VINI,
741540100317,CILINDRO COMPLETO YBR125,VINI,
741540188075,CILINDRO COMPLETO YBR125 56.5 MODIFICADO VINI,VINI,
741540125001,CLUTCH AUTOMATICO GY6 DELANTERO VINI(RC),VINI,
741540125301,CLUTCH AUTOMATICO GY6 TRASERO VINI(RC),VINI,
741540189900,CLUTCH AUTOMATICO TRASERO NAVI 110 VINI,VINI,
741540189839,CLUTCH COMPLETO C110/TWISTER/CB1,VINI,
741540111510,CLUTCH COMPLETO CG 73 DIENTES VINI(RC),VINI,
741540189204,CLUTCH COMPLETO HUNK 150 67T VINI(RC),VINI,
741540190267,CLUTCH COMPLETO XR190L 69T,VINI,
1003089,CLUTCH TRASERO COMPLETO GY6,MEK,
741540190570,CONECTOR CUADRADO PARA CDI CG200,VINI,
1000079,CULATA CG125 COLT125  FIRE125,MEK,
1002432,CULATA CG200 63.5MM NAGA200 YARA200,MEK,
741540190102,CULATA COMPLETA CG150 VINI,VINI,
RBCUN-31400031660,CUNAS DE DIRECCION DY150-6E / DY150-16D,DAYUN,
1001681,DESLIZADOR DE CADENA  BROSS CHINA AKT200TT,MEK,
741540188225,DISCO ARRANQUE ACTIVE 110,VINI,
741540189831,DISCO ARRANQUE CB110 VINI(FL),VINI,
741540188660,DISCO ARRANQUE CG-125/FORZAN-150 VINII(FL),VINI,
741540122805,DISCO ARRANQUE COMPLETO VINI DSF 200/RENEGADE 200(FL),VINI,
741540188226,DISCO ARRANQUE FZ16,VINI,
741540100702,DISCO ARRANQUE GN125,VINI,
741540188102,DISCO ARRANQUE GY-125 VINI,VINI,
741540188199,DISCO ARRANQUE GY-125 VINI COMPLETO(FL),VINI,
741540188101,DISCO ARRANQUE GY-150,VINI,
741540189826,DISCO ARRANQUE HORNET 160 VINI(FL),VINI,
741540188198,DISCO ARRANQUE PULSAR 135LS BOXER M100/150,VINI,
741540190082,DISCO ARRANQUE PULSAR160NS VINI,VINI,
741540189137,DISCO ARRANQUE SIN PIÑON MULTIBALIN YARA200,VINI,
741540128820,DISCO ARRANQUE VINI CG200 SKYGO PULSAR(FL),VINI,
741540100451,DISCO ARRANQUE XL200/XR150L VINI(FL),VINI,
741540188661,DISCO ARRANQUE YBR125 VINI(FL),VINI,
741540190431,DISCO CLUTCH AX4 VINI,VINI,
741540188341,DISCO CLUTCH FIBRA-METAL SET CG200 VINI(FL),VINI,
741540190481,DISCO CLUTCH METAL SET PULSAR200NS,VINI,
741540188273,DISCO CLUTCH PULSAR 220S VINI(FL),VINI,
741540188464,DISCO CLUTCH SET AK10/C70/C90 VINI(FL),VINI,
741540190372,DISCO CLUTCH SET AX100 5PCS,VINI,
741540189911,DISCO CLUTCH SET BM150,VINI,
741540188268,DISCO CLUTCH SET BOXER 100-S VINI(FL),VINI,
741540189532,DISCO CLUTCH SET CBR250 / XR250 TORNADO,VINI,
741540188945,DISCO CLUTCH SET GIXXER 150-GN VINI (FL),VINI,
741540189145,DISCO CLUTCH SET HERO GLAMOUR/SPLENDOR VINI(FL),VINI,
741540188185,DISCO CLUTCH SET HUNK VINI(FL),VINI,
741540189549,DISCO CLUTCH SET PULSAR 160NS,VINI,
741540188272,DISCO CLUTCH SET PULSAR 180 UG3 / CUADRIMOTO TRX400 ( 6 1) VINI(FL),VINI,
741540100719,DISCO CLUTCH SET PULSAR 200-220 (5 1) UG4,VINI,
741540110114,DISCO CLUTCH SET SANLG SL125-3C VINI(FL),VINI,
741540110311,DISCO CLUTCH SET VINI CT100 VINI,VINI,
741540110342,DISCO CLUTCH SET VINI DT125 18G(FL),VINI,
741540110324,DISCO CLUTCH SET VINI PULSAR (180-DTSI 200)(FL),VINI,
741540110323,DISCO CLUTCH SET VINI PULSAR 135(FL),VINI,
741540110340,DISCO CLUTCH SET VINI PULSAR 150(FL),VINI,
741540100489,DISCO CLUTCH SET VINI PULSAR 200NS(FL),VINI,
741540110325,DISCO CLUTCH SET VINI XR 250 TORNADO / TWISTER(FL),VINI,
741540190271,DISCO CLUTCH SET XR190L,VINI,
741540189517,DISCO CLUTCH SET XTZ150 VINI(FL),VINI,
741540189120,DISCO CLUTCH SET YARA 200,VINI,
741540189206,DISCO FRENO  COBRA 150 DELANTERO VINI(FL),VINI,
741540189215,DISCO FRENO AK TTR200 FXR150 TRASERO VINI(FL),VINI,
741540189217,DISCO FRENO CBF125-150-HUNK-CR4 TRASERO VINI(FL),VINI,
741540190249,DISCO FRENO CBF160F HORNET,VINI,
741540190247,DISCO FRENO DEFENDER TRAS. VINI,VINI,
741540190709,DISCO FRENO DEL. XPULSE200 / HUNK160,VINI,
2000029,DISCO FRENO DELANTERO CR1,MEK,
741540190000,DISCO FRENO DELANTERO FALCON 250-CR4 VINI,VINI,
1001158,DISCO FRENO DELANTERO GN 125,MEK,
BD012,DISCO FRENO DELANTERO XR 125-150-190L,NRP,
741540188251,DISCO FRENO DISCOVER 125 ES VINI(FL),VINI,
741540189103,DISCO FRENO FZ16 DELANTERO,VINI,
741540190254,DISCO FRENO GSX150/GIXXER (2016-2019),VINI,
741540189207,DISCO FRENO HUNK DELANTERO VINI(FL),VINI,
741540189211,DISCO FRENO NAGA 200 DELANTERO VINI(FL),VINI,
741540189210,DISCO FRENO NAGA 200 TRASERO FRX150,VINI,
741540188842,DISCO FRENO PULSAR 200NS DELANTERO VINI(FL),VINI,
741540188841,DISCO FRENO PULSAR 200NS TRASERO,VINI,
741540190845,DISCO FRENO PULSAR125NS/135 SPEED,VINI,
741540189214,DISCO FRENO RTX200 TRASERA VINI(FL),VINI,
741540189218,DISCO FRENO SMX 150 DELANTERO VINI(FL),VINI,
741540190847,DISCO FRENO TRAS. PULSAR180,VINI,
741540190826,DISCO FRENO TRAS. XPULSE200 / HUNK160,VINI,
BD021,DISCO FRENO TRASERO APACHE RTR 160-180,NRP,
741540190857,DISCO FRENO TRASERO FZ2.0-3.0,VINI,
BD019,DISCO FRENO TRASERO GSX 150 GIXXER,NRP,
2000032,DISCO FRENO TRASERO HUNK160,MEK,
2000006,DISCO FRENO TRASERO YARA 200,MEK,
741540189213,DISCO FRENO TT 200 DELANTERO,VINI,
741540189587,DISCO FRENO V-MEN VINI(FL),VINI,
741540189209,DISCO FRENO YARA 200 DELANTERO VINI(FL),VINI,
741540189208,DISCO FRENO YARA 200 TRASERO VINI(FL),VINI,
741540190713,DISCO FRENO YBR125 6 HOYOS,VINI,
741540188257,DISCO FRENO YBR125ED  5 HOYOS VINI(FL),VINI,
1003568,EJE BRAZO FRENO CG125,MEK,
1004107,EJE CAMBIO C/CUNA CG125,MEK,
RREJE-0902005-0023,EJE DE RIN TRASERO 15X295 SMX200,DAYUN,
741540190928,EJE DELANTERO APACHE RTR 160/180,VINI,
741540190597,EJE DELANTERO HUNK160-APACHE160 VINI,VINI,
741540190801,EJE DELANTERO PULSAR135/DISCOVER100M-110-125-150ST-125NS,VINI,
741540190596,EJE DELANTERO PULSAR180,VINI,
741540189909,EJE LEVAS BM150,VINI,
741540189646,EJE LEVAS CB160F VINI,VINI,
741540189645,EJE LEVAS CRUX110REV,VINI,
741540100261,EJE LEVAS DK150-FIRE VINI (FL),VINI,
741540100262,EJE LEVAS DK200-FIRE150 VINI (FL),VINI,
741540100428,EJE LEVAS DRS200 VINI (FL),VINI,
741540188949,EJE LEVAS GIXXER150,VINI,
741540190409,EJE LEVAS GN125 / GS125 HOT PARTS,VINI,
741540188208,EJE LEVAS GY-125/150,VINI,
741540188641,EJE LEVAS HERO HF DAWN,VINI,
741540189096,EJE LEVAS NAGA 200,VINI,
741540100722,EJE LEVAS PULSAR 135 VINI(FL),VINI,
741540190088,EJE LEVAS PULSAR125NS VINI,MOTUL,
741540108056,EJE LEVAS STORM VINI (XL200),VINI,
741540188487,EJE LEVAS XR150L-HUNK,VINI,
741540190408,EJE LEVAS XTZ250 / FZ250,VINI,
741540189329,EJE LEVAS YARA 200-GP 180 VINI(FL),VINI,
741540189202,EJE LEVAS YBR125 VINI(FL),VINI,
741540188545,EJE PATA ARRANQUE  CG150/200 VINI(FL),VINI,
1002249,EJE PATA ARRANQUE CPMPLETO CG125-150 CR1 FIRE125-150,MEK,
741540189117,EJE PATA ARRANQUE YARA 200 VINI(RC),VINI,
1000576,EJE RUEDA DELANTERA BROSS CHINA CR1 GN125,MEK,
1000593,EJE RUEDA DELANTERA CG125 YBR125,MEK,
1006148,EJE RUEDA DELANTERA NAGA200 2018,MEK,
1000585,EJE RUEDA DELANTERO GN125,MEK,
1000578,EJE RUEDA TRASERA  CG125-CG150,MEK,
1000580,EJE RUEDA TRASERA BROSS CHINA TODOTERRENO,MEK,
1006015,EJE RUEDA TRASERO  C-TUERCA DEFENDER150,MEK,
1000574,EJE RUEDA TRASERO HJ125-7,MEK,
1006149,EJE TIJERA NAGA200 2018,MEK,
741540189304,EJE TRASERO AK200,VINI,
741540190930,EJE TRASERO APACHE160 4V,VINI,
741540190659,EJE TRASERO FZ16 / FZ250,VINI,
741540190656,EJE TRASERO PULSAR125NS VINI,VINI,
741540190658,EJE TRASERO PULSAR135 / DISCOVER100 / XCD125 YARA DELANTERO,VINI,
741540190657,EJE TRASERO PULSAR180UG,VINI,
741540190655,EJE TRASERO PULSAR200NS / HUNK160-200 / XPULSE200,VINI,
741540189308,EJE TRASERO XL/R125,VINI,
741540189307,EJE TRASERO XL125 VINI,VINI,
741540191148,EJE TRASERO XR150L VINI,VINI,
741540189351,EJE VELOCIDAD CB190R/XR190L VINI(FL),VINI,
741540188601,EJE VELOCIDAD CGL/FORZA150 VINI(FL),VINI,
741540189350,EJE VELOCIDAD GN125-GTX200-DR200,VINI,
741540189341,EJE VELOCIDAD NAGA 200 VINI,VINI,
741540189116,EJE VELOCIDAD YARA 200 VINI(FL),VINI,
741540189354,EJE VELOCIDAD YBR125,VINI,
RMEMP-110620018-0001,EMPAQUE CLUTCH SMX200 / CG 125-150,KATANA,
1005131,EMPAQUE CULATA/CILINDRO CBB250 / FALCON250 / CR4,MEK,
1005648,EMPAQUE CULATA/CILINDRO MEK PRO CG200,MEK,
1005647,EMPAQUE CULATA/CILINDRO MEK PRO CG200 63MM,MEK,
RMEMP-D14-2,EMPAQUE DE CARTER MK1,KATANA,
741540189427,EMPAQUE DE PUNTERIA HUNK,VINI,
RMEMP-110420001-0001,EMPAQUE DE TAPADERA DE MAGNETO SMX200 / R1 200,KATANA,
1002942,EMPAQUE ESCAPE BRONCE GY6150,MEK,
1002943,EMPAQUE ESCAPE BRONCE UNIVERSAL,MEK,
741540189036,EMPAQUE PUNTERIA PULSAR 135,VINI,
RMEMP-FEL01-501010/02,EMPAQUES DE MOTOR KIT DY200,DAYUN,
RMEMP-E-1-4/6,EMPAQUES DE MOTOR KIT SMX150,KATANA,
741540100432,ENGRANAJE EJE LEVAS SL125-3C-FORZA150-CG150-DEFENDER200 VARILLA PIN13 VINI(FL),VINI,
741540165229,ESPEJO SET 10MM (11139-063-001) VINI RH-RH(FL),VINI,
741540165227,ESPEJO SET 10MM AUTOMATICA (11139-049-001),VINI,
741540100356,ESPEJO SET 10MM BAJAJ 180 VINI RH-LH,VINI,
741540100336,ESPEJO SET 10MM RH-LH YBR 125,VINI,
741540100700,ESPEJO SET 10MM UNIVERSAL RH-RH,VINI,
741540188827,ESPEJO SET APACHE 160/180,VINI,
RCESP-901100-G017,ESPEJO SET AZUL SMX200,KATANA,
741540189180,ESPEJO SET FORZA 150,VINI,
741540165207,ESPEJO SET NIQUEL (-017-000) CHOPER-FIRE150  VINI RH-RH 10MM(FL),VINI,
741540100907,ESPEJO SET PULSAR 135 VINI(FL),VINI,
741540100769,ESPEJO SET PULSAR 200NS VINI(FL),VINI,
1005526,ESPEJO SET RETROVISORES CR1,MEK,
1004860,ESPEJO SET RETROVISORES FORZA UNIVERSAL DE MOTOS,MEK,
1000567,ESPEJO SET RETROVISORES GY6125/150,MEK,
741540190957,ESPEJO SET SMX150-200 / YARA200 RH,VINI,
741540190253,ESPEJO SET XR 150L-190L,VINI,
741540100699,ESPEJO SET YARA200 10MM UNIVERSAL RH-RH,VINI,
741540188709,ESTRELLA CAMBIO CG125,VINI,
1001584,ESTRIBO CENTRAL COMPLETO  CG125 NAGA200 2016,MEK,
741540189721,ESTRIBO COMPLETO YBR 125,VINI,
741540100218,ESTRIBO SET  CON BASE  HB-00604 VINI(FL),VINI,
741540100219,ESTRIBO SET GN  HB-00602A VINI(FL),VINI,
741540100550,ESTRIBO TRAS SET YBR125,VINI,
RCEST-0531000-0012,ESTRIBOS DELANTEROS SET SMX150,KATANA,
